ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,AmharicGloss
Maiyu-111_fish-1,,Maiyu,111_fish,yəguθ,yəguθ,y ə g u θ,,Bremer2016,,,^ y ə g u θ $,default,አሳ
Fadashi-111_fish-1,,Fadashi,111_fish,nɛgú,nɛgú,n ɛ g ú/u,,Bremer2016,,,^ n ɛ g ú $,default,አሳ
Undulu-111_fish-1,,Undulu,111_fish,aːmondín,aːmondín,aː m o n d í/i n,,Bremer2016,,,^ aː m o n d í n $,default,አሳ
BelejeGonfoye-111_fish-1,,BelejeGonfoye,111_fish,nəgu,nəgu,n ə g u,,Bremer2016,,,^ n ə g u $,default,አሳ
Maiyu-112_riddle-1,,Maiyu,112_riddle,dʒín daːlíʲa,dʒín_daːlíʲa,dʒ í/i n + d aː l íʲ/i a,,Bremer2016,,,^ dʒ í n _ d aː l íʲ a $,default,እንቆቅልሽ
Fadashi-112_riddle-1,,Fadashi,112_riddle,gíndaːlía,gíndaːlía,g í/i n d aː l í/i a,,Bremer2016,,,^ g í n d aː l í a $,default,እንቆቅልሽ
Undulu-112_riddle-1,,Undulu,112_riddle,gíndaalía,gíndaalía,g í/i n d aː l í/i a,,Bremer2016,,,^ g í n d aa l í a $,default,እንቆቅልሽ
BelejeGonfoye-112_riddle-1,,BelejeGonfoye,112_riddle,aːoːɾi,aːoːɾi,aː oː ɾ i,,Bremer2016,,,^ aː oː ɾ i $,default,እንቆቅልሽ
Maiyu-113_problemdisturbance-1,,Maiyu,113_problemdisturbance,"dʒín húshi, rɔθa siː",dʒín_húshi,dʒ í/i n + h ú/u sh/ʃ i,,Bremer2016,,,^ dʒ í n _ h ú sh i $,default,ችግር
Maiyu-113_problemdisturbance-2,,Maiyu,113_problemdisturbance,"dʒín húshi, rɔθa siː",rɔθa_siː,r ɔ θ a + s iː,,Bremer2016,,,^ r ɔ θ a _ s iː $,default,ችግር
Fadashi-113_problemdisturbance-1,,Fadashi,113_problemdisturbance,rora síʔí,rora_síʔí,r o r a + s í/i ʔ í/i,,Bremer2016,,,^ r o r a _ s í ʔ í $,default,ችግር
Undulu-113_problemdisturbance-1,,Undulu,113_problemdisturbance,θora síʔí,θora_síʔí,θ o r a + s í/i ʔ í/i,,Bremer2016,,,^ θ o r a _ s í ʔ í $,default,ችግር
BelejeGonfoye-113_problemdisturbance-1,,BelejeGonfoye,113_problemdisturbance,sɛɾi,sɛɾi,s ɛ ɾ i,,Bremer2016,,,^ s ɛ ɾ i $,default,ችግር
Maiyu-114_smalllittle-1,,Maiyu,114_smalllittle,k’ɔs’í,k’ɔs’í,k ʔ ɔ s ʔ í/i,,Bremer2016,,,^ k ’ ɔ s ’ í $,default,ትንሽ
Fadashi-114_smalllittle-1,,Fadashi,114_smalllittle,"nengwalé, k’osí",nengwalé,n e n g w a l é/e,,Bremer2016,,,^ n e n gw a l é $,default,ትንሽ
Fadashi-114_smalllittle-2,,Fadashi,114_smalllittle,"nengwalé, k’osí",k’osí,k ʔ o s í/i,,Bremer2016,,,^ k ’ o s í $,default,ትንሽ
Undulu-114_smalllittle-1,,Undulu,114_smalllittle,gwa léːʃo,gwa_léːʃo,g w a + l éː/eː ʃ o,,Bremer2016,,,^ gw a _ l éːʃ o $,default,ትንሽ
BelejeGonfoye-114_smalllittle-1,,BelejeGonfoye,114_smalllittle,bɛbilolo,bɛbilolo,b ɛ b i l o l o,,Bremer2016,,,^ b ɛ b i l o l o $,default,ትንሽ
Maiyu-115_spineback-1,,Maiyu,115_spineback,gʊndi,gʊndi,g ʊ n d i,,Bremer2016,,,^ g ʊ n d i $,default,ጀራባ፣አከርካሪ
Fadashi-115_spineback-1,,Fadashi,115_spineback,gundi,gundi,g u n d i,,Bremer2016,,,^ g u n d i $,default,ጀራባ፣አከርካሪ
Undulu-115_spineback-1,,Undulu,115_spineback,guːndó,guːndó,g uː n d ó/o,,Bremer2016,,,^ g uː n d ó $,default,ጀራባ፣አከርካሪ
BelejeGonfoye-115_spineback-1,,BelejeGonfoye,115_spineback,gundi,gundi,g u n d i,,Bremer2016,,,^ g u n d i $,default,ጀራባ፣አከርካሪ
Maiyu-116_behindinthebackof-1,,Maiyu,116_behindinthebackof,ma gundi,ma_gundi,m a + g u n d i,,Bremer2016,,,^ m a _ g u n d i $,default,ከጀርባ፣ከኋላ
Fadashi-116_behindinthebackof-1,,Fadashi,116_behindinthebackof,ma gundi,ma_gundi,m a + g u n d i,,Bremer2016,,,^ m a _ g u n d i $,default,ከጀርባ፣ከኋላ
Undulu-116_behindinthebackof-1,,Undulu,116_behindinthebackof,gundi,gundi,g u n d i,,Bremer2016,,,^ g u n d i $,default,ከጀርባ፣ከኋላ
BelejeGonfoye-116_behindinthebackof-1,,BelejeGonfoye,116_behindinthebackof,ma gundu,ma_gundu,m a + g u n d u,,Bremer2016,,,^ m a _ g u n d u $,default,ከጀርባ፣ከኋላ
Maiyu-117_tail-1,,Maiyu,117_tail,abaro,abaro,a b a r o,,Bremer2016,,,^ a b a r o $,default,ጅራት
Fadashi-117_tail-1,,Fadashi,117_tail,abɛre,abɛre,a b ɛ r e,,Bremer2016,,,^ a b ɛ r e $,default,ጅራት
Undulu-117_tail-1,,Undulu,117_tail,abɛre,abɛre,a b ɛ r e,,Bremer2016,,,^ a b ɛ r e $,default,ጅራት
BelejeGonfoye-117_tail-1,,BelejeGonfoye,117_tail,abare,abare,a b a r e,,Bremer2016,,,^ a b a r e $,default,ጅራት
Maiyu-118_shepherd-1,,Maiyu,118_shepherd,haːʃi,haːʃi,h aː ʃ i,,Bremer2016,,,^ h aː ʃ i $,default,እረኛ
Fadashi-118_shepherd-1,,Fadashi,118_shepherd,haːʃe,haːʃe,h aː ʃ e,,Bremer2016,,,^ h aː ʃ e $,default,እረኛ
Undulu-118_shepherd-1,,Undulu,118_shepherd,həːnʃe,həːnʃe,h əː n ʃ e,,Bremer2016,,,^ h əː nʃ e $,default,እረኛ
BelejeGonfoye-118_shepherd-1,,BelejeGonfoye,118_shepherd,haːse,haːse,h aː s e,,Bremer2016,,,^ h aː s e $,default,እረኛ
Maiyu-119_tree-1,,Maiyu,119_tree,s’ɪs’íʲa,s’ɪs’íʲa,s ʔ ɪ s ʔ íʲ/i a,,Bremer2016,,,^ s ’ ɪ s ’ íʲ a $,default,ዛፍ
Fadashi-119_tree-1,,Fadashi,119_tree,ɪŋgolé,ɪŋgolé,ɪ ŋ g o l é/e,,Bremer2016,,,^ ɪ ŋ g o l é $,default,ዛፍ
Undulu-119_tree-1,,Undulu,119_tree,oŋgolé,oŋgolé,o ŋ g o l é/e,,Bremer2016,,,^ o ŋ g o l é $,default,ዛፍ
BelejeGonfoye-119_tree-1,,BelejeGonfoye,119_tree,ɪŋgóle,ɪŋgóle,ɪ ŋ g ó/o l e,,Bremer2016,,,^ ɪ ŋ g ó l e $,default,ዛፍ
Maiyu-120_wood-1,,Maiyu,120_wood,s’ɪs’iʲa hɔʃɛli,s’ɪs’iʲa_hɔʃɛli,s ʔ ɪ s ʔ iʲ/i a + h ɔ ʃ ɛ l i,,Bremer2016,,,^ s ’ ɪ s ’ iʲ a _ h ɔ ʃ ɛ l i $,default,እንጨት
Fadashi-120_wood-1,,Fadashi,120_wood,ɪŋgolé holɛfa,ɪŋgolé_holɛfa,ɪ ŋ g o l é/e + h o l ɛ f a,,Bremer2016,,,^ ɪ ŋ g o l é _ h o l ɛ f a $,default,እንጨት
Undulu-120_wood-1,,Undulu,120_wood,oŋgolé hoʃɛle,oŋgolé_hoʃɛle,o ŋ g o l é/e + h o ʃ ɛ l e,,Bremer2016,,,^ o ŋ g o l é _ h o ʃ ɛ l e $,default,እንጨት
BelejeGonfoye-120_wood-1,,BelejeGonfoye,120_wood,ɪŋgóle hosale,ɪŋgóle_hosale,ɪ ŋ g ó/o l e + h o s a l e,,Bremer2016,,,^ ɪ ŋ g ó l e _ h o s a l e $,default,እንጨት
Maiyu-121_mourncry-1,,Maiyu,121_mourncry,"hɔna, biːʲe",hɔna,h ɔ n a,,Bremer2016,,,^ h ɔ n a $,default,አለቀሰ
Maiyu-121_mourncry-2,,Maiyu,121_mourncry,"hɔna, biːʲe",biːʲe,b iːʲ/iː e,,Bremer2016,,,^ b iːʲ e $,default,አለቀሰ
Fadashi-121_mourncry-1,,Fadashi,121_mourncry,ɓaːʲe,ɓaːʲe,ɓ aːʲ/aːi̯ e,,Bremer2016,,,^ ɓ aːʲ e $,default,አለቀሰ
Undulu-121_mourncry-1,,Undulu,121_mourncry,biːʲe,biːʲe,b iːʲ/iː e,,Bremer2016,,,^ b iːʲ e $,default,አለቀሰ
BelejeGonfoye-121_mourncry-1,,BelejeGonfoye,121_mourncry,biːʲe,biːʲe,b iːʲ/iː e,,Bremer2016,,,^ b iːʲ e $,default,አለቀሰ
Maiyu-122_bedry-1,,Maiyu,122_bedry,hɔʃəla,hɔʃəla,h ɔ ʃ ə l a,,Bremer2016,,,^ h ɔ ʃ ə l a $,default,ደረቀ
Fadashi-122_bedry-1,,Fadashi,122_bedry,hoʃɛle,hoʃɛle,h o ʃ ɛ l e,,Bremer2016,,,^ h o ʃ ɛ l e $,default,ደረቀ
Undulu-122_bedry-1,,Undulu,122_bedry,hoʃala,hoʃala,h o ʃ a l a,,Bremer2016,,,^ h o ʃ a l a $,default,ደረቀ
BelejeGonfoye-122_bedry-1,,BelejeGonfoye,122_bedry,hosalé,hosalé,h o s a l é/e,,Bremer2016,,,^ h o s a l é $,default,ደረቀ
Maiyu-123_egg-1,,Maiyu,123_egg,húhúlú,húhúlú,h ú/u h ú/u l ú/u,,Bremer2016,,,^ h ú h ú l ú $,default,እንቁላል
Fadashi-123_egg-1,,Fadashi,123_egg,hólú,hólú,h ó/o l ú/u,,Bremer2016,,,^ h ó l ú $,default,እንቁላል
Undulu-123_egg-1,,Undulu,123_egg,hóːhólú,hóːhólú,h óː/oː h ó/o l ú/u,,Bremer2016,,,^ h óːh ó l ú $,default,እንቁላል
BelejeGonfoye-123_egg-1,,BelejeGonfoye,123_egg,hoːholo,hoːholo,h oː h o l o,,Bremer2016,,,^ h oː h o l o $,default,እንቁላል
Maiyu-124_moon-1,,Maiyu,124_moon,sɪgi,sɪgi,s ɪ g i,,Bremer2016,,,^ s ɪ g i $,default,
Fadashi-124_moon-1,,Fadashi,124_moon,sigi,sigi,s i g i,,Bremer2016,,,^ s i g i $,default,
Undulu-124_moon-1,,Undulu,124_moon,zigi,zigi,z i g i,,Bremer2016,,,^ z i g i $,default,
BelejeGonfoye-124_moon-1,,BelejeGonfoye,124_moon,dʒigi,dʒigi,dʒ i g i,,Bremer2016,,,^ dʒ i g i $,default,
Maiyu-125_play-1,,Maiyu,125_play,íːla,íːla,íː/iː l a,,Bremer2016,,,^ íː l a $,default,ተጫወተ
Fadashi-125_play-1,,Fadashi,125_play,iʔile,iʔile,i ʔ i l e,,Bremer2016,,,^ i ʔ i l e $,default,ተጫወተ
Undulu-125_play-1,,Undulu,125_play,ííla,ííla,íí/iː l a,,Bremer2016,,,^ íí l a $,default,ተጫወተ
BelejeGonfoye-125_play-1,,BelejeGonfoye,125_play,iːle,iːle,iː l e,,Bremer2016,,,^ iː l e $,default,ተጫወተ
Maiyu-126_star-1,,Maiyu,126_star,íís’u,íís’u,íí/iː s ʔ u,,Bremer2016,,,^ íí s ’ u $,default,ኮከብ
Fadashi-126_star-1,,Fadashi,126_star,íːs’u,íːs’u,íː/iː s ʔ u,,Bremer2016,,,^ íː s ’ u $,default,ኮከብ
Undulu-126_star-1,,Undulu,126_star,íːs’u,íːs’u,íː/iː s ʔ u,,Bremer2016,,,^ íː s ’ u $,default,ኮከብ
BelejeGonfoye-126_star-1,,BelejeGonfoye,126_star,bəruru,bəruru,b ə r u r u,,Bremer2016,,,^ b ə r u r u $,default,ኮከብ
Maiyu-127_week-1,,Maiyu,127_week,ɪzbu,ɪzbu,ɪ z b u,,Bremer2016,,,^ ɪ z b u $,default,ሳምንት
Fadashi-127_week-1,,Fadashi,127_week,ador,ador,a d o r,,Bremer2016,,,^ a d o r $,default,ሳምንት
Undulu-127_week-1,,Undulu,127_week,θabaholeyu minːegu,θabaholeyu_minːegu,θ a b a h o l e y u + m i nː e g u,,Bremer2016,,,^ θ a b a h o l e y u _ m i nː e g u $,default,ሳምንት
BelejeGonfoye-127_week-1,,BelejeGonfoye,127_week,uːwé dunk’u,uːwé_dunk’u,uː w é/e + d u n k ʔ u,,Bremer2016,,,^ uː w é _ d u n k ’ u $,default,ሳምንት
Maiyu-128_alwaysdaily-1,,Maiyu,128_alwaysdaily,mufaiʲo tʃ’ílːíŋ,mufaiʲo_tʃ’ílːíŋ,m u f a iʲ/i o + tʃ ʔ í/i lː í/i ŋ,,Bremer2016,,,^ m u f a iʲ o _ tʃ ’ í lː í ŋ $,default,ቀን በ ቀን
Fadashi-128_alwaysdaily-1,,Fadashi,128_alwaysdaily,muje muje,muje_muje,m u j e + m u j e,,Bremer2016,,,^ m u j e _ m u j e $,default,ቀን በ ቀን
BelejeGonfoye-128_alwaysdaily-1,,BelejeGonfoye,128_alwaysdaily,li mundʒu li mundʒu,li_mundʒu_li_mundʒu,l i + m u n dʒ u + l i + m u n dʒ u,,Bremer2016,,,^ l i _ m u n dʒ u _ l i _ m u n dʒ u $,default,ቀን በ ቀን
Maiyu-129_blood-1,,Maiyu,129_blood,k’áfa,k’áfa,k ʔ á/a f a,,Bremer2016,,,^ k ’ á f a $,default,ደም
Fadashi-129_blood-1,,Fadashi,129_blood,k’afa,k’afa,k ʔ a f a,,Bremer2016,,,^ k ’ a f a $,default,ደም
Undulu-129_blood-1,,Undulu,129_blood,k’áfaŋ,k’áfaŋ,k ʔ á/a f a ŋ,,Bremer2016,,,^ k ’ á f a ŋ $,default,ደም
BelejeGonfoye-129_blood-1,,BelejeGonfoye,129_blood,k’awa,k’awa,k ʔ a w a,,Bremer2016,,,^ k ’ a w a $,default,ደም
Maiyu-130_bebitter-1,,Maiyu,130_bebitter,k’əs’í,k’əs’í,k ʔ ə s ʔ í/i,,Bremer2016,,,^ k ’ ə s ’ í $,default,መራራ
Fadashi-130_bebitter-1,,Fadashi,130_bebitter,k’as’i,k’as’i,k ʔ a s ʔ i,,Bremer2016,,,^ k ’ a s ’ i $,default,መራራ
BelejeGonfoye-130_bebitter-1,,BelejeGonfoye,130_bebitter,bɛ k’adʒi,bɛ_k’adʒi,b ɛ + k ʔ a dʒ i,,Bremer2016,,,^ b ɛ _ k ’ a dʒ i $,default,መራራ
Maiyu-131_laugh-1,,Maiyu,131_laugh,k’ééda,k’ééda,k ʔ éé/eː d a,,Bremer2016,,,^ k ’ éé d a $,default,ሳቀ
Fadashi-131_laugh-1,,Fadashi,131_laugh,keːde,keːde,k eː d e,,Bremer2016,,,^ k eː d e $,default,ሳቀ
Undulu-131_laugh-1,,Undulu,131_laugh,͡tʃɛ́ːdi,tʃɛ́ːdi,tʃ ɛ́ː/ɛ d i,,Bremer2016,,,^ tʃ ɛ́ː d i $,default,ሳቀ
BelejeGonfoye-131_laugh-1,,BelejeGonfoye,131_laugh,k’eːte,k’eːte,k ʔ eː t e,,Bremer2016,,,^ k ’ eː t e $,default,ሳቀ
Maiyu-132_eatchewmeat-1,,Maiyu,132_eatchewmeat,k’ɔ́la,k’ɔ́la,k ʔ ɔ́/ɔ l a,,Bremer2016,,,^ k ’ ɔ́ l a $,default,በላ
Fadashi-132_eatchewmeat-1,,Fadashi,132_eatchewmeat,k’ola,k’ola,k ʔ o l a,,Bremer2016,,,^ k ’ o l a $,default,በላ
Undulu-132_eatchewmeat-1,,Undulu,132_eatchewmeat,k’óla,k’óla,k ʔ ó/o l a,,Bremer2016,,,^ k ’ ó l a $,default,በላ
BelejeGonfoye-132_eatchewmeat-1,,BelejeGonfoye,132_eatchewmeat,k’ola,k’ola,k ʔ o l a,,Bremer2016,,,^ k ’ o l a $,default,በላ
Maiyu-133_whistle-1,,Maiyu,133_whistle,fens’iŋa,fens’iŋa,f e n s ʔ i ŋ a,,Bremer2016,,,^ f e ns ’ i ŋ a $,default,አፏጨ
Fadashi-133_whistle-1,,Fadashi,133_whistle,fɛnsiŋa,fɛnsiŋa,f ɛ n s i ŋ a,,Bremer2016,,,^ f ɛ ns i ŋ a $,default,አፏጨ
Undulu-133_whistle-1,,Undulu,133_whistle,fɛnteŋí,fɛnteŋí,f ɛ n t e ŋ í/i,,Bremer2016,,,^ f ɛ n t e ŋ í $,default,አፏጨ
BelejeGonfoye-133_whistle-1,,BelejeGonfoye,133_whistle,wɛnteɲe,wɛnteɲe,w ɛ n t e ɲ e,,Bremer2016,,,^ w ɛ n t e ɲ e $,default,አፏጨ
Maiyu-134_dream-1,,Maiyu,134_dream,féʃa,féʃa,f é/e ʃ a,,Bremer2016,,,^ f éʃ a $,default,አለመ
Fadashi-134_dream-1,,Fadashi,134_dream,are feːsi,are_feːsi,a r e + f eː s i,,Bremer2016,,,^ a r e _ f eː s i $,default,አለመ
Undulu-134_dream-1,,Undulu,134_dream,fɛ́ʃi,fɛ́ʃi,f ɛ́/ɛ ʃ i,,Bremer2016,,,^ f ɛ́ ʃ i $,default,አለመ
BelejeGonfoye-134_dream-1,,BelejeGonfoye,134_dream,ar͡ai uwesi,ar͡ai_uwesi,a r a i + u w e s i,,Bremer2016,,,^ a r͡a i _ u w e s i $,default,አለመ
Maiyu-135_village-1,,Maiyu,135_village,láŋk’a,láŋk’a,l á/a ŋ k ʔ a,,Bremer2016,,,^ l á ŋ k ’ a $,default,መንደር
Fadashi-135_village-1,,Fadashi,135_village,adar,adar,a d a r,,Bremer2016,,,^ a d a r $,default,መንደር
Undulu-135_village-1,,Undulu,135_village,héːsa,héːsa,h éː/eː s a,,Bremer2016,,,^ h éːs a $,default,መንደር
BelejeGonfoye-135_village-1,,BelejeGonfoye,135_village,aɲi ŋoluwɛleya,aɲi_ŋoluwɛleya,a ɲ i + ŋ o l u w ɛ l e y a,,Bremer2016,,,^ a ɲ i _ ŋ o l u w ɛ l e y a $,default,መንደር
Maiyu-136_person-1,,Maiyu,136_person,maːbə,maːbə,m aː b ə,,Bremer2016,,,^ m aː b ə $,default,ሰው
Fadashi-136_person-1,,Fadashi,136_person,ndə mili,ndə_mili,n d ə + m i l i,,Bremer2016,,,^ n d ə _ m i l i $,default,ሰው
Undulu-136_person-1,,Undulu,136_person,ndə míli,ndə_míli,n d ə + m í/i l i,,Bremer2016,,,^ n d ə _ m í l i $,default,ሰው
BelejeGonfoye-136_person-1,,BelejeGonfoye,136_person,ndə mili,ndə_mili,n d ə + m i l i,,Bremer2016,,,^ n d ə _ m i l i $,default,ሰው
Maiyu-137_darkyellow-1,,Maiyu,137_darkyellow,mə gaːʃá,mə_gaːʃá,m ə + g aː ʃ á/a,,Bremer2016,,,^ m ə _ g aː ʃ á $,default,ቢጫ
Fadashi-137_darkyellow-1,,Fadashi,137_darkyellow,ma gaːʃá,ma_gaːʃá,m a + g aː ʃ á/a,,Bremer2016,,,^ m a _ g aː ʃ á $,default,ቢጫ
Undulu-137_darkyellow-1,,Undulu,137_darkyellow,ma gaːʃá,ma_gaːʃá,m a + g aː ʃ á/a,,Bremer2016,,,^ m a _ g aː ʃ á $,default,ቢጫ
BelejeGonfoye-137_darkyellow-1,,BelejeGonfoye,137_darkyellow,bɛ ɪdʒɪgɛri,bɛ_ɪdʒɪgɛri,b ɛ + ɪ dʒ ɪ g ɛ r i,,Bremer2016,,,^ b ɛ _ ɪ dʒ ɪ g ɛ r i $,default,ቢጫ
Maiyu-138_sleepv-1,,Maiyu,138_sleepv,dírʃa,dírʃa,d í/i r ʃ a,,Bremer2016,,,^ d í rʃ a $,default,ተኛ
Fadashi-138_sleepv-1,,Fadashi,138_sleepv,tirʃa,tirʃa,t i r ʃ a,,Bremer2016,,,^ t i rʃ a $,default,ተኛ
Undulu-138_sleepv-1,,Undulu,138_sleepv,θə́rʃa,θə́rʃa,θ ə́/ə r ʃ a,,Bremer2016,,,^ θ ə́ rʃ a $,default,ተኛ
BelejeGonfoye-138_sleepv-1,,BelejeGonfoye,138_sleepv,ɗiŋa,ɗiŋa,ɗ i ŋ a,,Bremer2016,,,^ ɗ i ŋ a $,default,ተኛ
Maiyu-139_clawfingernail-1,,Maiyu,139_clawfingernail,máːshũ,máːshũ,m áː/aː sh/ʃ ũ,,Bremer2016,,,^ m áː sh ũ $,default,ጥፍር
Fadashi-139_clawfingernail-1,,Fadashi,139_clawfingernail,maːʃó,maːʃó,m aː ʃ ó/o,,Bremer2016,,,^ m aː ʃ ó $,default,ጥፍር
Undulu-139_clawfingernail-1,,Undulu,139_clawfingernail,mə́nʃó,mə́nʃó,m ə́/ə n ʃ ó/o,,Bremer2016,,,^ m ə́ nʃ ó $,default,ጥፍር
BelejeGonfoye-139_clawfingernail-1,,BelejeGonfoye,139_clawfingernail,maːsiːso,maːsiːso,m aː s iː s o,,Bremer2016,,,^ m aː s iː s o $,default,ጥፍር
Maiyu-140_gift-1,,Maiyu,140_gift,daːdó,daːdó,d aː d ó/o,,Bremer2016,,,^ d aː d ó $,default,ስጦታ
Fadashi-140_gift-1,,Fadashi,140_gift,ndaline,ndaline,n d a l i n e,,Bremer2016,,,^ n d a l i n e $,default,ስጦታ
Undulu-140_gift-1,,Undulu,140_gift,ndɪdíŋ,ndɪdíŋ,n d ɪ d í/i ŋ,,Bremer2016,,,^ n d ɪ d í ŋ $,default,ስጦታ
BelejeGonfoye-140_gift-1,,BelejeGonfoye,140_gift,gɪmbɛnduʷa,gɪmbɛnduʷa,g ɪ m b ɛ n d uʷ/u a,,Bremer2016,,,^ g ɪ m b ɛ n d uʷ a $,default,ስጦታ
Maiyu-141_ours-1,,Maiyu,141_ours,mánk’a,mánk’a,m á/a n k ʔ a,,Bremer2016,,,^ m á n k ’ a $,default,የእኛ
Fadashi-141_ours-1,,Fadashi,141_ours,mːanka,mːanka,mː a n k a,,Bremer2016,,,^ mː a n k a $,default,የእኛ
BelejeGonfoye-141_ours-1,,BelejeGonfoye,141_ours,maŋka,maŋka,m a ŋ k a,,Bremer2016,,,^ m a ŋ k a $,default,የእኛ
Maiyu-142_mine-1,,Maiyu,142_mine,mánk’o,mánk’o,m á/a n k ʔ o,,Bremer2016,,,^ m á n k ’ o $,default,የእኔ
Fadashi-142_mine-1,,Fadashi,142_mine,mːanko,mːanko,mː a n k o,,Bremer2016,,,^ mː a n k o $,default,የእኔ
BelejeGonfoye-142_mine-1,,BelejeGonfoye,142_mine,manko,manko,m a n k o,,Bremer2016,,,^ m a n k o $,default,የእኔ
Maiyu-143_yourssg-1,,Maiyu,143_yourssg,mbáʔa,mbáʔa,m b á/a ʔ a,,Bremer2016,,,^ m b á ʔ a $,default,የአንተ
Fadashi-143_yourssg-1,,Fadashi,143_yourssg,mbaʔa,mbaʔa,m b a ʔ a,,Bremer2016,,,^ m b a ʔ a $,default,የአንተ
BelejeGonfoye-143_yourssg-1,,BelejeGonfoye,143_yourssg,mːbáʔa,mːbáʔa,mː b á/a ʔ a,,Bremer2016,,,^ mː b á ʔ a $,default,የአንተ
Maiyu-144_lockn-1,,Maiyu,144_lockn,mulhí handuŋú,mulhí_handuŋú,m u l h í/i + h a n d u ŋ ú/u,,Bremer2016,,,^ m u lh í _ h a n d u ŋ ú $,default,ሰረገላ ቁልፍ
Fadashi-144_lockn-1,,Fadashi,144_lockn,mulhí handuŋú,mulhí_handuŋú,m u l h í/i + h a n d u ŋ ú/u,,Bremer2016,,,^ m u lh í _ h a n d u ŋ ú $,default,ሰረገላ ቁልፍ
Undulu-144_lockn-1,,Undulu,144_lockn,mulhí handuŋú,mulhí_handuŋú,m u l h í/i + h a n d u ŋ ú/u,,Bremer2016,,,^ m u lh í _ h a n d u ŋ ú $,default,ሰረገላ ቁልፍ
BelejeGonfoye-144_lockn-1,,BelejeGonfoye,144_lockn,mui handu ɲolo,mui_handu_ɲolo,m u i + h a n d u + ɲ o l o,,Bremer2016,,,^ m u i _ h a n d u _ ɲ o l o $,default,ሰረገላ ቁልፍ
Maiyu-145_sun-1,,Maiyu,145_sun,munsú,munsú,m u n s ú/u,,Bremer2016,,,^ m u ns ú $,default,ፀሀይ
Fadashi-145_sun-1,,Fadashi,145_sun,moːs’ó,moːs’ó,m oː s ʔ ó/o,,Bremer2016,,,^ m oː s ’ ó $,default,ፀሀይ
Undulu-145_sun-1,,Undulu,145_sun,munzú,munzú,m u n z ú/u,,Bremer2016,,,^ m u n z ú $,default,ፀሀይ
BelejeGonfoye-145_sun-1,,BelejeGonfoye,145_sun,muɲdʒo,muɲdʒo,m u ɲ dʒ o,,Bremer2016,,,^ m u ɲ dʒ o $,default,ፀሀይ
Maiyu-146_diev-1,,Maiyu,146_diev,múʃa,múʃa,m ú/u ʃ a,,Bremer2016,,,^ m ú ʃ a $,default,ሞተ
Fadashi-146_diev-1,,Fadashi,146_diev,múʃé,múʃé,m ú/u ʃ é/e,,Bremer2016,,,^ m ú ʃ é $,default,ሞተ
Undulu-146_diev-1,,Undulu,146_diev,jěː,jěː,j ěː/eː,,Bremer2016,,,^ j ěː $,default,ሞተ
BelejeGonfoye-146_diev-1,,BelejeGonfoye,146_diev,muːʃe,muːʃe,m uː ʃ e,,Bremer2016,,,^ m uː ʃ e $,default,ሞተ
Maiyu-147_why-1,,Maiyu,147_why,náːnói,náːnói,n áː/aː n ó/o i,,Bremer2016,,,^ n áː n ó i $,default,ለምን?
Fadashi-147_why-1,,Fadashi,147_why,mbóléjá,mbóléjá,m b ó/o l é/e j á/a,,Bremer2016,,,^ m b ó l é j á $,default,ለምን?
Undulu-147_why-1,,Undulu,147_why,náːnúʔa,náːnúʔa,n áː/aː n ú/u ʔ a,,Bremer2016,,,^ n áː n ú ʔ a $,default,ለምን?
BelejeGonfoye-147_why-1,,BelejeGonfoye,147_why,mboleʔiʲa,mboleʔiʲa,m b o l e ʔ iʲ/i a,,Bremer2016,,,^ m b o l e ʔ iʲ a $,default,ለምን?
Maiyu-148_bepregnant-1,,Maiyu,148_bepregnant,ɔlgɪɲi,ɔlgɪɲi,ɔ l g ɪ ɲ i,,Bremer2016,,,^ ɔ l g ɪ ɲ i $,default,እርጉዝ
Fadashi-148_bepregnant-1,,Fadashi,148_bepregnant,olgiŋi,olgiŋi,o l g i ŋ i,,Bremer2016,,,^ o l g i ŋ i $,default,እርጉዝ
Undulu-148_bepregnant-1,,Undulu,148_bepregnant,wol͡dʒiŋʔi,wol͡dʒiŋʔi,w o l dʒ i ŋ ʔ i,,Bremer2016,,,^ w o l͡dʒ i ŋ ʔ i $,default,እርጉዝ
BelejeGonfoye-148_bepregnant-1,,BelejeGonfoye,148_bepregnant,olgɪne,olgɪne,o l g ɪ n e,,Bremer2016,,,^ o l g ɪ n e $,default,እርጉዝ
Maiyu-149_bleed-1,,Maiyu,149_bleed,ɓuda,ɓuda,ɓ u d a,,Bremer2016,,,^ ɓ u d a $,default,ደማ
Undulu-149_bleed-1,,Undulu,149_bleed,ɓuɗí,ɓuɗí,ɓ u ɗ í/i,,Bremer2016,,,^ ɓ u ɗ í $,default,ደማ
BelejeGonfoye-149_bleed-1,,BelejeGonfoye,149_bleed,ɓuːɗe,ɓuːɗe,ɓ uː ɗ e,,Bremer2016,,,^ ɓ uː ɗ e $,default,ደማ
Maiyu-150_clothclothes-1,,Maiyu,150_clothclothes,ɔr,ɔr,ɔ r,,Bremer2016,,,^ ɔ r $,default,ልብስ
Fadashi-150_clothclothes-1,,Fadashi,150_clothclothes,or,or,o r,,Bremer2016,,,^ o r $,default,ልብስ
Undulu-150_clothclothes-1,,Undulu,150_clothclothes,or,or,o r,,Bremer2016,,,^ o r $,default,ልብስ
